category,title,creator,publication_year,description
movie,Teenage Mutant Ninja Turtles,Jonathan Liebesman,2014,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
movie,Eastern Promises,David Cronenberg,2007,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.
movie,The Daughter,Simon Stone,2015,"The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before."
movie,Pineapple Express,David Gordon Green,2008,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
movie,The First Time,Jon Kasdan,2012,A shy senior and a down-to-earth junior fall in love over one weekend.
movie,Gone Baby Gone,Ben Affleck,2007,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
movie,The Heat,Paul Feig,2013,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.
movie,L'avenir,Mia Hansen-Løve,2016,"A philosophy teacher soldiers through the death of her mother, getting fired from her job, and dealing with a husband who is cheating on her."
movie,Anna Karenina,Joe Wright,2012,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky."
movie,Regression,Alejandro Amenábar,2015,A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman.
movie,Ted 2,Seth MacFarlane,2015,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
movie,Pain & Gain,Michael Bay,2013,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.
movie,Blood Diamond,Edward Zwick,2006,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
movie,Devil's Knot,Atom Egoyan,2013,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.
movie,Child 44,Daniel Espinosa,2015,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.
movie,The Hurt Locker,Kathryn Bigelow,2008,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work."
movie,Green Lantern,Martin Campbell,2011,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps."
movie,War on Everyone,John Michael McDonagh,2016,"Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are."
movie,The Mist,Frank Darabont,2007,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."
movie,Escape Plan,Mikael Håfström,2013,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside."
movie,"Love, Rosie",Christian Ditter,2014,"Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies."
movie,The DUFF,Ari Sandel,2015,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts."
movie,The Age of Shadows,Jee-woon Kim,2016,Japanese agents close in as members of the Korean resistance plan an attack in 1920's Seoul.
movie,The Hunger Games: Mockingjay - Part 1,Francis Lawrence,2014,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage."
movie,We Need to Talk About Kevin,Lynne Ramsay,2011,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined."
movie,Love & Friendship,Whit Stillman,2016,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally."
movie,The Mortal Instruments: City of Bones,Harald Zwart,2013,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World."
movie,Seven Pounds,Gabriele Muccino,2008,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
movie,The King's Speech,Tom Hooper,2010,"The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it."
movie,Hunger,Steve McQueen,2008,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.
movie,Jumper,Doug Liman,2008,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.
movie,Toy Story 3,Lee Unkrich,2010,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
movie,Tinker Tailor Soldier Spy,Tomas Alfredson,2011,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6."
movie,Resident Evil: Retribution,Paul W.S. Anderson,2012,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.
movie,Dear Zindagi,Gauri Shinde,2016,"Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections."
movie,Genius,Michael Grandage,2016,"A chronicle of Max Perkins's time as the book editor at Scribner, where he oversaw works by Thomas Wolfe, Ernest Hemingway, F. Scott Fitzgerald and others."
movie,Pompeii,Paul W.S. Anderson,2014,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him."
movie,Life of Pi,Ang Lee,2012,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
movie,Hachi: A Dog's Tale,Lasse Hallström,2009,A college professor's bond with the abandoned dog he takes into his home.
movie,10 Years,Jamie Linden,2011,"The night before their high school reunion, a group of friends realize they still haven't quite grown up in some ways."
movie,I Origins,Mike Cahill,2014,A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.
movie,Live Free or Die Hard,Len Wiseman,2007,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.
